,poi_id,name,build_year,demolished_year,address,latitude,longitude,external_url,image_url,heritage_status,current_use,poi_type,source,details,style,category,cleaned_year,build_decade,poi_type_simple,sim_rating
1100,1225,Canadian Lesbian and Gay Archives,1860,,34 Isabella Street Church-Wellesley Toronto,43.66816,-79.38395,http://www.acotoronto.ca/show_building.php?BuildingID=2181,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/JaredSessionsHouse.jpg,Designated under Part IV Ontario Heritage Act,Museum,Detached house,http://www.acotoronto.ca/,"This building home to the Canadian Lesbian and Gay Archives, largest independent LGBTQ+ archives in the world, with a focus on Canadian Content. The front porch was restored, and the interior was altered to be fully barrier-free.",Italianate,,1860.0,1860.0,Building,0.0
2193,2318,16-18 East York Avenue,1999,,16-18 East York Avenue Pape Village East York,43.68486,-79.34799,http://www.acotoronto.ca/show_building.php?BuildingID=5526,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/16-18EastYork.jpg,No heritage status,Residential,Semi-detached house,http://www.acotoronto.ca/,,Postmodern,,1999.0,1990.0,Building,0.0
1827,1952,King George Junior Public School,1964,,25 Rexford Road Runnymede York,43.6631967,-79.4868796,http://www.acotoronto.ca/show_building.php?BuildingID=11192,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/85e97fd6.jpg,,Educational,School,http://www.acotoronto.ca/,,Modernist,,1964.0,1960.0,Building,0.0
1833,1958,Clairlea Public School,unknown,,25 Rosalind Crescent Clairlea Scarborough,43.7164231,-79.2964555,http://www.acotoronto.ca/show_building.php?BuildingID=11306,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/52f4cbdb.jpg,,Educational,School,http://www.acotoronto.ca/,,Modernist,,,,Building,0.0
1832,1957,Rockliffe Middle School,unknown,,400  Rockliffe Boulevard Mount Dennis Toronto,43.67402,-79.4884,http://www.acotoronto.ca/show_building.php?BuildingID=11195,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/0db06f1a.jpg,,Educational,School,http://www.acotoronto.ca/,,Modernist,,,,Building,0.0
1831,1956,St. Catherine Catholic School,1967,,30 Roanoke Road Parkwoods North York,43.74234,-79.3247,http://www.acotoronto.ca/show_building.php?BuildingID=11829,http://www.acotoronto.ca/tobuilt_bk/php/buildingimagesmedum/89c65060.jpg,No heritage status,Educational,School,http://www.acotoronto.ca/,"St. Catherine Catholic School is a small elementary school located in an established suburban community in north-central Toronto. It was opened in 1967 and provides educational services for children from Junior Kindergarten through Grade 8. Demographically, the community consists of a mixture of single-family residences, townhouses and high-rise rental buildings. A majority of our families are from Middle Eastern heritage. In the late 80s, the enrollment was on the decline and at that time the boundaries were changed to include former Precious Blood students. September 1994 saw the total number of students exceeding 200 for the first time in the history of St. Catherine.",Modernist,,1967.0,1960.0,Building,0.0
1830,1955,95 Riverwood Parkway,unknown,,95 Riverwood Parkway Sunnylea Etobicoke,43.64369,-79.49356,http://www.acotoronto.ca/show_building.php?BuildingID=7980,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/95RiverwoodParkway.jpg,No heritage status,Residential,Detached house,http://www.acotoronto.ca/,,Modernist,,,,Building,0.0
1829,1954,8 Ridgewood Road,unknown,,8 Ridgewood Road Forest Hill Toronto,43.692,-79.42006,http://www.acotoronto.ca/show_building.php?BuildingID=8838,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/8Ridgewood1.jpg,Heritage property,Residential,Detached house,http://www.acotoronto.ca/,,Modernist,,,,Building,0.0
1828,1953,Community of Christ Church Toronto,2016,,320 - Unit 101 Richmond Street East Downtown East Toronto,43.6525565,-79.3739002,http://www.acotoronto.ca/show_building.php?BuildingID=10488,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/8863e5a6.jpg,No heritage status,Religious,High-rise,http://www.acotoronto.ca/,"1,699 FT² (156 M²) This Community of Christ Church Toronto is part of a growing trend, and conscious decision, by the main Church to downsize from their traditional classic building to move to a commercial unit in a modern Toronto condominium. The program called for the traditional planning to be re-interpreted with the church group to develop a modern interpretation of the traditional planning and finishes of a church into a new modern and inclusive setting in a much smaller space. The planning is centred on promoting inclusiveness and social interaction from the entry signage to the actual physical space to the modern audio video features for online services and outreach to those that cannot attend for various reasons. Photo by Greg Van Riel.
 
This entry is a unit in The Modern on Richmond.",Modernist,,2016.0,2010.0,Building,0.0
1826,1951,Rosethorn Junior School,1952,,2 Remingon Drive Princess Etobicoke,43.65992,-79.53944,http://www.acotoronto.ca/show_building.php?BuildingID=11481,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/5ac816db.jpg,,Educational,School,http://www.acotoronto.ca/,,Modernist,,1952.0,1950.0,Building,0.0
1784,1909,Fraser House,1968,,4 Old George Place North Rosedale Toronto,43.68113,-79.37668,http://www.acotoronto.ca/show_building.php?BuildingID=8236,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/4OldGeorgePl1.jpg,North Rosedale Heritage Conservation District,Residential,Detached house,http://www.acotoronto.ca/,This house is difficult to photograph from the street.,Modernist,,1968.0,1960.0,Building,0.0
1825,1950,"Protectolite, Inc.",1960/1961,,84 Railside Road Victoria Park Village North York,43.7367,-79.32457,http://www.acotoronto.ca/show_building.php?BuildingID=11009,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/fa3eab57.jpg,No heritage status,Industrial,Industrial,http://www.acotoronto.ca/,,Modernist,,1960.0,1960.0,Building,0.0
1824,1949,Chaminade College School,1965,,490 Queens Drive  North York,43.71009,-79.49602,http://www.acotoronto.ca/show_building.php?BuildingID=11828,http://www.acotoronto.ca/tobuilt_bk/php/buildingimagesmedum/e3b81e2a.jpg,No heritage status,Educational,School,http://www.acotoronto.ca/,"Chaminade College School was founded in 1964 by the Archdiocese of Toronto as a private boys' high school to serve the growing northwest region of the city. The school opened in September 1965 under the direction of the Society of Mary, the Marinists, and bears the name of the order's founded, Father William Joseph Chaminade.
The mandate of the school was to prepare young men for post-secondary education in a traditional Catholic secondary school environment. The school's motto “Fortes in fide” emphasizes the importance of the virtue of faith in the life of the Catholic school.
 
In 1967 Chaminade, along with 13 other Catholic high schools, entered into a partnership with the Board. The Board operated the first two years of secondary school and the Archdiocese ran the remainder. From September 1972 to June 1988 the school was administered by the Irish Christian Brothers. After completion of the system in 1984 the Brothers administered the school until June 1987 and withdrew in June 1988. Now the school is administered and operated by the Board",Modernist,,1965.0,1960.0,Building,0.0
1823,1948,University of Toronto St. George Campus; E.J. Pratt Library,1960,,71 Queen's Park Crescent East University of Toronto Toronto,43.6660213,-79.3917516,http://www.acotoronto.ca/show_building.php?BuildingID=3822,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/EJPrattLibrary.jpg,No heritage status,Educational,Low-rise,http://www.acotoronto.ca/,"The E.J. Pratt Library, named for a Canadian poet, whose original manuscripts are housed within the library. It forms part of Victoria College. The building was renovated in 2001.The Library was awarded the Ontario Association of Architect's 25-year Award in 1996.",Modernist,,1960.0,1960.0,Building,0.0
1822,1947,535 Queen Street West,unknown,,535 Queen Street West Fashion District Toronto,43.64792,-79.3994,http://www.acotoronto.ca/show_building.php?BuildingID=8866,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/535QueenStW1.jpg,Queen Street Heritage Conservation District,Commercial,Low-rise,http://www.acotoronto.ca/,,Modernist,,,,Building,0.0
1821,1946,499 Queen Street West,2004,,499 Queen Street West Fashion District Toronto,43.64809,-79.39846,http://www.acotoronto.ca/show_building.php?BuildingID=8873,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/499QueenStW.jpg,Queen Street Heritage Conservation District,Commercial,Low-rise,http://www.acotoronto.ca/,,Modernist,,2004.0,2000.0,Building,0.0
1820,1945,Urban Outfitters,2008,,483 Queen Street West Fashion District Toronto,43.6482,-79.39782,http://www.acotoronto.ca/show_building.php?BuildingID=8877,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/483QueenStW.jpg,Queen Street Heritage Conservation District,Commercial,Low-rise,http://www.acotoronto.ca/,,Modernist,,2008.0,2000.0,Building,0.0
1834,1959,Whitney Junior Public School,1964,,119 Rosedale Heights Drive Rosedale Toronto,43.68716,-79.37836,http://www.acotoronto.ca/show_building.php?BuildingID=11123,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/f7a637ad.jpg,,Educational,School,http://www.acotoronto.ca/,,Modernist,,1964.0,1960.0,Building,0.0
1835,1960,Loretto College School,2006,,151 Rosemount Avenue Earlscourt Toronto,43.67574,-79.44321,http://www.acotoronto.ca/show_building.php?BuildingID=8770,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/LorettoCollegeSchool1.jpg,No heritage status,Educational,School,http://www.acotoronto.ca/,,Modernist,,2006.0,2000.0,Building,0.0
1836,1961,Eatonville Junior School,1957,,15 Rossburn Avenue Bloordale Etobicoke,43.644401550293,-79.567138671875,http://www.acotoronto.ca/show_building.php?BuildingID=11473,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/5c91aaa6.jpg,,Educational,School,http://www.acotoronto.ca/,,Modernist,,1957.0,1950.0,Building,0.0
1837,1962,Glenview Senior Public School,1966,,401  Roswell Avenue Lawrence Park Toronto,43.71998,-79.40948,http://www.acotoronto.ca/show_building.php?BuildingID=11134,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/871c18ba.jpg,,Educational,School,http://www.acotoronto.ca/,,Modernist,,1966.0,1960.0,Building,0.0
1838,1963,87 Roxborough Drive,1956,,87 Roxborough Drive North Rosedale Toronto,43.68071,-79.37842,http://www.acotoronto.ca/show_building.php?BuildingID=7072,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/87RoxboroughDr1.jpg,North Rosedale Heritage Conservation District,Residential,Detached house,http://www.acotoronto.ca/,,Modernist,,1956.0,1950.0,Building,0.0
1839,1964,15 Roxborough Street East,1970,,15 Roxborough Street East Rosedale Toronto,43.67785,-79.38856,http://www.acotoronto.ca/show_building.php?BuildingID=8193,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/15RoxboroughStE.jpg,South Rosedale Heritage Conservation District,Residential,Detached house,http://www.acotoronto.ca/,,Modernist,,1970.0,1970.0,Building,0.0
1840,1965,Mimico Adult Centre,unknown,,255 Royal York Boulevard Mimico Etobicoke,43.61269,-79.49674,http://www.acotoronto.ca/show_building.php?BuildingID=11207,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/e79967b7.jpg,,Educational,School,http://www.acotoronto.ca/,,Modernist,,,,Building,0.0
1841,1966,Etobicoke School of the Arts,unknown,,675 Royal York Road The Queensway Etobicoke,43.62693,-79.49907,http://www.acotoronto.ca/show_building.php?BuildingID=9560,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/EtobicokeSchoolArts1.jpg,No heritage status,Educational,School,http://www.acotoronto.ca/,"This building originally housed the Royal York Collegiate, which closed in 1982. It was used for the Etobicoke School of the Arts beginning in September 1983.",Modernist,,,,Building,0.0
1842,1967,835 Royal York Road,unknown,,835 Royal York Road The Kingsway Etobicoke,43.64158,-79.50848,http://www.acotoronto.ca/show_building.php?BuildingID=9554,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/835RoyalYork1.jpg,No heritage status,Residential,Detached house,http://www.acotoronto.ca/,"This modernist house has two levels that overlook a stream - the lower level is only somewhat visible in the photos. In 2008, the addition of this house onto the Inventory of Heritage properties was discussed, but as of 2009 it was not actioned.",Modernist,,,,Building,0.0
1843,1968,Roywood Public School,unknown,,11 Roywood Drive Parkwoods North York,43.7640745,-79.3221951,http://www.acotoronto.ca/show_building.php?BuildingID=11395,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/1fbe4db2.jpg,,Educational,School,http://www.acotoronto.ca/,,Modernist,,,,Building,0.0
1844,1969,44 Ruden Crescent,1962/63,,44 Ruden Crescent Graydon North York,43.75986,-79.34508,http://www.acotoronto.ca/show_building.php?BuildingID=11598,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/1853e03a.jpg,No heritage status,Residential,Low-rise,http://www.acotoronto.ca/,,Modernist,,1962.0,1960.0,Building,0.0
1845,1970,Perth Avenue Junior Public School,1966,,14 Ruskin Avenue Bloordale Toronto,43.66283,-79.45238,http://www.acotoronto.ca/show_building.php?BuildingID=11466,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/4e8a77ff.jpg,,Educational,School,http://www.acotoronto.ca/,Shares site with St. Luigi Catholic School; original Charles H. Bishop school was erected in 1889.,Modernist,,1966.0,1960.0,Building,0.0
1846,1971,263 Russell Hill Road,unknown,,263 Russell Hill Road Deer Park Toronto,43.68511,-79.40724,http://www.acotoronto.ca/show_building.php?BuildingID=9724,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/263RussellHillRd.jpg,No heritage status,Residential,Mid-rise,http://www.acotoronto.ca/,,Modernist,,,,Building,0.0
1847,1972,32 Saintfield Avenue,1961,,32 Saintfield Avenue Bridle Path North York,43.72977,-79.35948,http://www.acotoronto.ca/show_building.php?BuildingID=9680,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/32SaintfieldAve1.jpg,No heritage status,Residential,Detached house,http://www.acotoronto.ca/,,Modernist,,1961.0,1960.0,Building,0.0
1848,1973,Fogel Residence,,,100 Sandringham Drive Armour Heights North York,43.74679,-79.41839,http://www.acotoronto.ca/show_building.php?BuildingID=7920,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/FogelHouse.jpg,No heritage status,Residential,Detached house,http://www.acotoronto.ca/,This house was a Finalist in the Massey Medals for Architecture in 1961.,Modernist,,,,Building,0.0
1849,1974,140 Sandringham Drive,unknown,,140 Sandringham Drive Armour Heights North York,43.74688,-79.42328,http://www.acotoronto.ca/show_building.php?BuildingID=6491,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/140Sandringham.jpg,No heritage status,Residential,Detached house,http://www.acotoronto.ca/,,Modernist,,,,Building,0.0
1850,1975,Valleyfield Public School,1959,,35 Saskatoon Drive Richview Etobicoke,43.69422,-79.53818,http://www.acotoronto.ca/show_building.php?BuildingID=11121,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/2d2ba770.jpg,,Educational,School,http://www.acotoronto.ca/,,Modernist,,1959.0,1950.0,Building,0.0
1819,1944,431-437 Queen Street West,unknown,,431-437 Queen Street West Fashion District Toronto,43.64866,-79.39579,http://www.acotoronto.ca/show_building.php?BuildingID=8726,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/431-437QueenStW.jpg,Queen Street Heritage Conservation District,Commercial,Low-rise,http://www.acotoronto.ca/,,Modernist,,,,Building,0.0
1818,1943,427-429 Queen Street West,2007,,427-429 Queen Street West Entertainment District Toronto,43.6486892700195,-79.3854370117188,http://www.acotoronto.ca/show_building.php?BuildingID=8727,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/427QueenStW2.jpg,Queen Street Heritage Conservation District,Commercial,Low-rise,http://www.acotoronto.ca/,,Modernist,,2007.0,2000.0,Building,0.0
1817,1942,353-363 Queen Street West,unknown,,353-363 Queen Street West Entertainment District Toronto,43.6486892700195,-79.3854370117188,http://www.acotoronto.ca/show_building.php?BuildingID=8743,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/355-363QueenStW.jpg,Queen Street Heritage Conservation District,Commercial,Low-rise,http://www.acotoronto.ca/,,Modernist,,,,Building,0.0
1800,1925,Epiphany of Our Lord Catholic Academy,1976,,3150 Pharmacy Avenue L'Amoreaux Scarborough,43.79896,-79.3289,http://www.acotoronto.ca/show_building.php?BuildingID=11846,http://www.acotoronto.ca/tobuilt_bk/php/buildingimagesmedum/46ea35fa.jpg,No heritage status,Educational,School,http://www.acotoronto.ca/,"The school was renamed Epiphany of Our Lord Catholic Academy in September 2002. The school, formerly named St. Cyprian Catholic School, was officially opened in the spring of 1976, with a student population of more than 150 students. With the name change to Epiphany of Our Lord Catholic Academy, came the introduction of school uniforms and a focus on Mathematics, Science and Technology.",Modernist,,1976.0,1970.0,Building,0.0
