,Address,Bld_link,Companies,Completed,Current use,Demolished,Heritage,Image,Name,Notes,Style,Type
1773,30 George Anderson Drive Amesbury North York,show_building.php?BuildingID=11559,,1954,Educational,,,/tobuilt_bk/php/Buildingimages/a85e75b0.jpg,George Anderson Public School,,Modernist,School
1774,6 Geraldine Court Parkwoods North York,show_building.php?BuildingID=10977,,1947-1953,Residential,,No heritage status,/tobuilt_bk/php/Buildingimages/f1b8eb71.jpg,6 Geraldine Court,"This was the first house built (omitting original farm houses and estates) in the area of what would become known as Don Mills and Parkwoods (predating the Don Mills master plan).  The year of completion is estimated to be between 1947-1953, based on aerial photos in the Toronto Archives.",Modernist,Detached house
1775,953 Gerrard Street East Leslieville Toronto,show_building.php?BuildingID=9276,,unknown,Community centre,,No heritage status,/tobuilt_bk/php/Buildingimages/MattyEckler1.jpg,Matty Eckler Community Recreation Centre,,Modernist,Low-rise
1776,49 Givins Street Trinity-Bellwoods Toronto,show_building.php?BuildingID=11169,,unknown,Educational,,,/tobuilt_bk/php/Buildingimages/1785e627.jpg,Givins Shaw Junior Public School,2017-Involved in an area review.,Modernist,School
1777,45 Glen Road Rosedale Toronto,show_building.php?BuildingID=2358,,1955,Residential,,South Rosedale Heritage Conservation District,/tobuilt_bk/php/Buildingimages/45GlenRd.jpg,The South Gate,,Modernist,Mid-rise
1778,98 Glen Road Rosedale Toronto,show_building.php?BuildingID=5039,,1948,Residential,,South Rosedale Heritage Conservation District,/tobuilt_bk/php/Buildingimages/98GlenRd.jpg,98 Glen Road,,Modernist,Detached house
1779,106 Glen Road North Rosedale Toronto,show_building.php?BuildingID=5872,['Fleury & Arthur Architects'],1950,Residential,,North Rosedale Heritage Conservation District,/tobuilt_bk/php/Buildingimages/106GlenRd.jpg,106 Glen Road,,Modernist,Detached house
1780,16 Glenorchy Road Bridle Path North York,show_building.php?BuildingID=11047,['Paul Meschino'],unknown,Residential,,No heritage status,/tobuilt_bk/php/Buildingimages/6d61b60e.jpg,16 Glenorchy Road,,Modernist,Low-rise
1781,35 Glenroy Avenue Sunnylea Etobicoke,show_building.php?BuildingID=11339,['John B. Parkin Associates'],1946,Educational,,,/tobuilt_bk/php/Buildingimages/296db4e4.jpg,Sunnylea Junior School,,Modernist,School
1782,45 Golfdown Drive The Elms Etobicoke,show_building.php?BuildingID=11355,,unknown,Educational,,,/tobuilt_bk/php/Buildingimages/254d39a0.jpg,The Elms Junior Middle School,,Modernist,School
1783,53 Gracefield Avenue Maple Leaf North York,show_building.php?BuildingID=11860,,1959; additions in 1,Educational,,No heritage status,/tobuilt_bk/php/buildingimagesmedum/ed1456fe.jpg,St. Francis Xavier Catholic School,"St. Francis Xavier Catholic School welcomed its first group of students in 1959. As the St. Francis Xavier community grew, additions were made in 1964 and 1981 that brought it to its present size. 
Northwood Associates were the landscape architects who worked on the improvements in 2012. They won the 2013 Ontario Concrete Award for material development and innovation cast-in-place concrete.",Modernist,School
1784,177 Gracefield Avenue Maple Leaf North York,show_building.php?BuildingID=11560,,unknown,Educational,,,/tobuilt_bk/php/Buildingimages/c112c122.jpg,Gracefield Public School,,Modernist,School
1785,19 Green Belt Drive Don Mills North York,show_building.php?BuildingID=11000,"['John B. Parkin Associates', 'John B. Parkin Associates']",1955,Industrial,,Listed,/tobuilt_bk/php/Buildingimages/c90f7d7a.jpg,Janssen-Ortho Pharmaceuticals,This building won a Silver Medal in the Massey Medals for architecture in 1958.,Modernist,Low-rise
1786,36 Green Valley Road York Mills North York,show_building.php?BuildingID=11639,['Peter Dickinson'],1960,Residential,,No heritage status,/tobuilt_bk/php/Buildingimages/64f1bf77.jpg,36 Green Valley Road,"The house was custom built in 1960 for Isadore Sharp, founder of the Four Seasons hotel chain.",Modernist,Low-rise
1787,19 Greenbelt Drive Don Mills North York,show_building.php?BuildingID=9689,['John B. Parkin Associates'],1955,Industrial,,Heritage property,/tobuilt_bk/php/Buildingimages/JanssenOrtho1.jpg,Janssen-Ortho Pharmaceuticals,This building won a Silver Medal in the Massey Medals for architecture in 1958.,Modernist,Low-rise
1788,33 Greenbelt Drive Don Mills North York,show_building.php?BuildingID=9688,['John B. Parkin Associates'],1955,Industrial,,No heritage status,/tobuilt_bk/php/Buildingimages/GrandToy1.jpg,Grand & Toy,,Modernist,Low-rise
1789,9 Grenoble Drive Don Mills North York,show_building.php?BuildingID=11149,,unknown,Educational,,,/tobuilt_bk/php/Buildingimages/194eb9eb.jpg,Grenoble Public School,,Modernist,School
1790,20 Gulfstream Road  Emery North York,show_building.php?BuildingID=11529,,unknown,Educational,,,/tobuilt_bk/php/Buildingimages/cc7fc1e9.jpg,Gulfstream Public School,,Modernist,School
1791,50 Hadrian Drive The Elms Etobicoke,show_building.php?BuildingID=11345,,1953,Educational,,,/tobuilt_bk/php/Buildingimages/fd29b604.jpg,Elmlea Junior School,,Modernist,School
1792,16 Haileybury Drive Eglinton Scarborough,show_building.php?BuildingID=11410,,1956,Educational,,,/tobuilt_bk/php/Buildingimages/267d8055.jpg,Hunter´s Glen Junior Public School,,Modernist,School
1793,200 Hanna Road Leaside East York,show_building.php?BuildingID=11150,['Stephen B. Coon & Sons'],1946,Educational,,,/tobuilt_bk/php/Buildingimages/ce65b8cb.jpg,Leaside High School,,Modernist,School
1794,30 Harefield Drive Rexdale Etobicoke,show_building.php?BuildingID=11353,,1956,Educational,,,/tobuilt_bk/php/Buildingimages/7071f4d8.jpg,Rivecrest Junior School,,Modernist,School
1795,25 Havenview Road Agincourt Scarborough,show_building.php?BuildingID=11850,,1985,Educational,,No heritage status,/tobuilt_bk/php/buildingimagesmedum/93f836e9.jpg,St. Elizabeth Seton Catholic School,St. Elizabeth Seton Catholic School opened its doors in the fall of 1985.,Modernist,School
1796,84 Heathcote Avenue York Mills North York,show_building.php?BuildingID=7760,,unknown,Residential,,No heritage status,/tobuilt_bk/php/Buildingimages/84HeathcoteAve.jpg,84 Heathcote Avenue,,Modernist,Detached house
1797,51 Heather Road Agincourt Scarborough,show_building.php?BuildingID=11813,,1969,Educational,,No heritage status,/tobuilt_bk/php/buildingimagesmedum/1f52d5a5.jpg,St. Bartholomew Catholic School,"St. Bartholomew Catholic School was opened in 1969. It was named after Bartholomew, also known as Nathaniel, who was one of the first followers of Jesus.",Modernist,School
1798,51 Heather Road Agincourt Scarborough,show_building.php?BuildingID=11814,,1969,Educational,,No heritage status,/tobuilt_bk/php/buildingimagesmedum/b5a9be82.jpg,St. Bartholomew Catholic School,"St. Bartholomew Catholic School was opened in 1969. It was named after Bartholomew, also known as Nathaniel, who was one of the first followers of Jesus.",Modernist,School
1799,2 Highland Crescent North Rosedale Toronto,show_building.php?BuildingID=5864,,1956,Residential,,North Rosedale Heritage Conservation District,/tobuilt_bk/php/Buildingimages/2HighlandCres.jpg,2 Highland Crescent,,Modernist,Detached house
1800,22 Highview Avenue Downsview North York,show_building.php?BuildingID=11542,,unknown,Educational,,,/tobuilt_bk/php/Buildingimages/6bfe713d.jpg,Highview Public School,,Modernist,School
1801,220 Hillhurst Boulevard Glen Park North York,show_building.php?BuildingID=8368,,unknown,Residential,,No heritage status,/tobuilt_bk/php/Buildingimages/220HillhurstBlvd.jpg,220 Hillhurst Boulevard,,Modernist,Detached house
1802,8 Hockley Place Parkwoods North York,show_building.php?BuildingID=11599,,1960,Residential,,No heritage status,/tobuilt_bk/php/Buildingimages/2bd31f5d.jpg,8 Hockley Place,Built by Wycliffe Homes,Modernist,Low-rise
1803,360 Hollywood Avenue Bayview Village North York,show_building.php?BuildingID=11216,,unknown,Educational,,,/tobuilt_bk/php/Buildingimages/97600e5e.jpg,Hollywood Public School,,Modernist,School
1804,61 Holmfirt Terrace Woburn Scarborough,show_building.php?BuildingID=11284,,1959,Educational,,,/tobuilt_bk/php/Buildingimages/e2e9dcbc.jpg,Cornell Junior Public School,,Modernist,School
1805,285  Indian Road Crescent The Junction Toronto,show_building.php?BuildingID=11189,,1965,Educational,,,/tobuilt_bk/php/Buildingimages/e3d91b7f.jpg,Indian Road Crescent Junior Public School,"1902: The school was founded by the Public School Board of West Toronto as Western Avenue School as a branch of Annette School. The original building was 2-storey with a basement and four rooms. Further four rooms added in 1905. F.E. Belfry designed a south wing (1913) and north wing (1914). By the time this original building was demolished in 1965, it consisted of 11 classrooms, a special education room, library, and kindergarten. 

1937: Name changed to Indian Road Crescent. 

1965: Current school building first occupied.",Modernist,School
1806,2200 Islington Avenue Rexdale Etobicoke,show_building.php?BuildingID=11775,['John B. Parkin Associates'],1955,Abandoned,,,/tobuilt_bk/php/Buildingimages/f8a3256f.jpg,Simpson Sears,"The site is slated for redevelopment, retaining only the four level tower of the power plant. This plant was a Massey Medal winner in 1955. The architect was John B. Parkin.",Modernist,Industrial
1807,182 Jameson Avenue Parkdale Toronto,show_building.php?BuildingID=10056,,unknown,Residential,,No heritage status,/tobuilt_bk/php/Buildingimages/182Jameson1.jpg,Ashgrove Apartments,,Modernist,Mid-rise
1808,188 Jameson Avenue Parkdale Toronto,show_building.php?BuildingID=10055,,unknown,Residential,,No heritage status,/tobuilt_bk/php/Buildingimages/188Jameson.jpg,188 Jameson Avenue,,Modernist,Mid-rise
1809,590 Jane Street Lambton York,show_building.php?BuildingID=8425,,1965,Fire station,,No heritage status,/tobuilt_bk/php/Buildingimages/FireStation422.jpg,Toronto Fire Station #422,,Modernist,Low-rise
1810,990 Jane Street Mount Dennis York,show_building.php?BuildingID=11569,,unknown,Educational,,,/tobuilt_bk/php/Buildingimages/3e4b228d.jpg,Roselands Junior Public School,,Modernist,School
1811,25 Janray Drive Woburn Scarborough,show_building.php?BuildingID=11811,,1959,Educational,,No heritage status,/tobuilt_bk/php/buildingimagesmedum/44de1ba0.jpg,St. Barbara Catholic School,Opening date: 1959 - Addition added in 1964,Modernist,School
1812,203 Jarvis Street Downtown East Toronto,show_building.php?BuildingID=8636,['Page + Steele Inc.'],unknown,Hotel,,No heritage status,/tobuilt_bk/php/Buildingimages/HamptonInnR.jpg,Hampton Inn,,Modernist,High-rise
1813,415 Jarvis Street Church-Wellesley Toronto,show_building.php?BuildingID=7919,,,Hotel,,No heritage status,/tobuilt_bk/php/Buildingimages/FourSeasonsJarvis.jpg,The Four Seasons Motor Hotel,"This 126-room hotel was the first in what became a worldwide chain of Four Seasons hotels. It was a Finalist in the Massey Medals for Architecture in 1961, and was demolished in the early 1990's.",Modernist,Low-rise
1814,155 John Garland Blvd  Etobicoke,show_building.php?BuildingID=11844,,1969; addition in 19,Educational,,No heritage status,/tobuilt_bk/php/buildingimagesmedum/dffc8a09.jpg,St. Dorothy Catholic School,"St. Dorothy Catholic School opened its doors for the first time in September, 1969, with a student population of 244.
 
The school was established to serve the ever-increasing population in the Albion Road/Martingrove Road area of Rexdale, and to relieve the overpopulated neighbouring schools--St. Benedict and St. Andrew. The school is one of seven schools being served by St. Andrew's Parish, including two secondary schools. The school continued to grow and serve the Catholic population in the area, and in 1982, with the support of the Parent Teacher Association, an addition was added to provide for the needs of more than 900 students.
 
In September 1993, a new school, Holy Child Catholic School, was established to serve students living on the west side of Highway 27, and for a time operated out of St. Dorothy's School building. As a result, St. Dorothy's school enrollment had declined to 465 students, all of whom live east of Highway 27. Holy Child moved to its new facility during the 1995-96 school year.",Modernist,School
1815,200 John Street Weston York,show_building.php?BuildingID=11571,,unknown,Educational,,,/tobuilt_bk/php/Buildingimages/00baf52b.jpg,Weston Memorial Junior Public School,,Modernist,School
1816,10 John Tabor Trail  Malvern Scarborough,show_building.php?BuildingID=11835,,1998,Educational,,No heritage status,/tobuilt_bk/php/buildingimagesmedum/8fff57dc.jpg,St. Columba Catholic School,"St. Columba Catholic School opened its doors to the Malvern community 20 years ago. The school rapidly grew from 86 students to more than 800 students during its first decade. The opening of St. Gabriel Lalemant, St. Florence, Sacred Heart and St. Bede Catholic Schools significantly reduced our school population.",Modernist,School
1817,65 Jutland Road  Etobicoke,show_building.php?BuildingID=11865,,1960,Educational,,No heritage status,/tobuilt_bk/php/buildingimagesmedum/aab9b106.jpg,Holy Angels Catholic School,"Holy Angels Catholic School is located at the corner of Jutland and Islington, in the heart of an industrial, commercial and residential area. The school is fortunate to be located next to the church and maintains a close connection with the parish. The school was built in 1960 and since then has undergone two extensions.",Modernist,School
